region,waste_type,incin_type,property,value,unit
JP,msw_garden,inc_batch_fluid,max,442.0,kg/Gg
JP,msw_garden,inc_pgm_shaft,max,34.8,kg/Gg
JP,msw_garden,inc_pgm_fluid,max,11.6,kg/Gg
JP,msw_garden,inc_pgm_rotary,max,16.76,kg/Gg
JP,msw_paper,inc_cont_stoker,max,94.0,kg/Gg
JP,msw_paper,inc_cont_fluid,max,134.0,kg/Gg
JP,msw_paper,inc_semi_stoker,max,82.0,kg/Gg
JP,msw_paper,inc_semi_fluid,max,136.0,kg/Gg
JP,msw_paper,inc_batch_stoker,max,112.0,kg/Gg
JP,msw_paper,inc_batch_fluid,max,442.0,kg/Gg
JP,msw_paper,inc_pgm_shaft,max,34.8,kg/Gg
JP,msw_paper,inc_pgm_fluid,max,11.6,kg/Gg
JP,msw_paper,inc_pgm_rotary,max,16.76,kg/Gg
JP,msw_wood,inc_cont_stoker,max,94.0,kg/Gg
JP,msw_wood,inc_cont_fluid,max,134.0,kg/Gg
JP,msw_wood,inc_semi_stoker,max,82.0,kg/Gg
JP,msw_wood,inc_semi_fluid,max,136.0,kg/Gg
JP,msw_wood,inc_batch_stoker,max,112.0,kg/Gg
JP,msw_wood,inc_batch_fluid,max,442.0,kg/Gg
JP,msw_wood,inc_pgm_shaft,max,34.8,kg/Gg
JP,msw_wood,inc_pgm_fluid,max,11.6,kg/Gg
JP,msw_wood,inc_pgm_rotary,max,16.76,kg/Gg
JP,msw_textiles,inc_cont_stoker,max,94.0,kg/Gg
JP,msw_textiles,inc_cont_fluid,max,134.0,kg/Gg
JP,msw_textiles,inc_semi_stoker,max,82.0,kg/Gg
JP,msw_textiles,inc_semi_fluid,max,136.0,kg/Gg
JP,msw_textiles,inc_batch_stoker,max,112.0,kg/Gg
JP,msw_textiles,inc_batch_fluid,max,442.0,kg/Gg
JP,msw_textiles,inc_pgm_shaft,max,34.8,kg/Gg
JP,msw_textiles,inc_pgm_fluid,max,11.6,kg/Gg
JP,msw_textiles,inc_pgm_rotary,max,16.76,kg/Gg
JP,msw_nappies,inc_cont_stoker,max,94.0,kg/Gg
JP,msw_nappies,inc_cont_fluid,max,134.0,kg/Gg
JP,msw_nappies,inc_semi_stoker,max,82.0,kg/Gg
JP,msw_nappies,inc_semi_fluid,max,136.0,kg/Gg
JP,msw_nappies,inc_batch_stoker,max,112.0,kg/Gg
JP,msw_nappies,inc_batch_fluid,max,442.0,kg/Gg
JP,msw_nappies,inc_pgm_shaft,max,34.8,kg/Gg
JP,msw_nappies,inc_pgm_fluid,max,11.6,kg/Gg
JP,msw_nappies,inc_pgm_rotary,max,16.76,kg/Gg
JP,msw_rubber,inc_cont_stoker,max,94.0,kg/Gg
JP,msw_rubber,inc_cont_fluid,max,134.0,kg/Gg
JP,msw_rubber,inc_semi_stoker,max,82.0,kg/Gg
JP,msw_rubber,inc_semi_fluid,max,136.0,kg/Gg
JP,msw_rubber,inc_batch_stoker,max,112.0,kg/Gg
JP,msw_rubber,inc_batch_fluid,max,442.0,kg/Gg
JP,msw_rubber,inc_pgm_shaft,max,34.8,kg/Gg
JP,msw_rubber,inc_pgm_fluid,max,11.6,kg/Gg
JP,msw_rubber,inc_pgm_rotary,max,16.76,kg/Gg
JP,msw_plastics,inc_cont_stoker,max,94.0,kg/Gg
JP,msw_plastics,inc_cont_fluid,max,134.0,kg/Gg
JP,msw_plastics,inc_semi_stoker,max,82.0,kg/Gg
JP,msw_plastics,inc_semi_fluid,max,136.0,kg/Gg
JP,msw_plastics,inc_batch_stoker,max,112.0,kg/Gg
JP,msw_plastics,inc_batch_fluid,max,442.0,kg/Gg
JP,msw_plastics,inc_pgm_shaft,max,34.8,kg/Gg
JP,msw_plastics,inc_pgm_fluid,max,11.6,kg/Gg
JP,msw_plastics,inc_pgm_rotary,max,16.76,kg/Gg
JP,msw_metal,inc_cont_stoker,max,94.0,kg/Gg
JP,msw_metal,inc_cont_fluid,max,134.0,kg/Gg
JP,msw_metal,inc_semi_stoker,max,82.0,kg/Gg
JP,msw_metal,inc_semi_fluid,max,136.0,kg/Gg
JP,msw_metal,inc_batch_stoker,max,112.0,kg/Gg
JP,msw_metal,inc_batch_fluid,max,442.0,kg/Gg
JP,msw_metal,inc_pgm_shaft,max,34.8,kg/Gg
JP,msw_metal,inc_pgm_fluid,max,11.6,kg/Gg
JP,msw_metal,inc_pgm_rotary,max,16.76,kg/Gg
JP,msw_glass,inc_cont_stoker,max,94.0,kg/Gg
JP,msw_glass,inc_cont_fluid,max,134.0,kg/Gg
JP,msw_glass,inc_semi_stoker,max,82.0,kg/Gg
JP,msw_glass,inc_semi_fluid,max,136.0,kg/Gg
JP,msw_glass,inc_batch_stoker,max,112.0,kg/Gg
JP,msw_glass,inc_batch_fluid,max,442.0,kg/Gg
JP,msw_glass,inc_pgm_shaft,max,34.8,kg/Gg
JP,msw_glass,inc_pgm_fluid,max,11.6,kg/Gg
JP,msw_glass,inc_pgm_rotary,max,16.76,kg/Gg
JP,msw_other,inc_cont_stoker,max,94.0,kg/Gg
JP,msw_other,inc_cont_fluid,max,134.0,kg/Gg
JP,msw_other,inc_semi_stoker,max,82.0,kg/Gg
JP,msw_other,inc_semi_fluid,max,136.0,kg/Gg
JP,msw_other,inc_batch_stoker,max,112.0,kg/Gg
JP,msw_other,inc_batch_fluid,max,442.0,kg/Gg
JP,msw_other,inc_pgm_shaft,max,34.8,kg/Gg
JP,msw_other,inc_pgm_fluid,max,11.6,kg/Gg
JP,msw_other,inc_pgm_rotary,max,16.76,kg/Gg
JP,isw_food,inc_cont_stoker,max,200.0,kg/Gg
JP,isw_food,inc_cont_fluid,max,200.0,kg/Gg
JP,isw_food,inc_semi_stoker,max,200.0,kg/Gg
JP,isw_food,inc_semi_fluid,max,200.0,kg/Gg
JP,isw_food,inc_batch_stoker,max,200.0,kg/Gg
JP,isw_food,inc_batch_fluid,max,200.0,kg/Gg
JP,isw_food,inc_pgm_shaft,max,200.0,kg/Gg
JP,isw_food,inc_pgm_fluid,max,200.0,kg/Gg
JP,isw_food,inc_pgm_rotary,max,200.0,kg/Gg
JP,isw_textile,inc_cont_stoker,max,200.0,kg/Gg
JP,isw_textile,inc_cont_fluid,max,200.0,kg/Gg
JP,isw_textile,inc_semi_stoker,max,200.0,kg/Gg
JP,isw_textile,inc_semi_fluid,max,200.0,kg/Gg
JP,isw_textile,inc_batch_stoker,max,200.0,kg/Gg
JP,isw_textile,inc_batch_fluid,max,200.0,kg/Gg
JP,isw_textile,inc_pgm_shaft,max,200.0,kg/Gg
JP,isw_textile,inc_pgm_fluid,max,200.0,kg/Gg
JP,isw_textile,inc_pgm_rotary,max,200.0,kg/Gg
JP,isw_wood,inc_cont_stoker,max,200.0,kg/Gg
JP,isw_wood,inc_cont_fluid,max,200.0,kg/Gg
JP,isw_wood,inc_semi_stoker,max,200.0,kg/Gg
JP,isw_wood,inc_semi_fluid,max,200.0,kg/Gg
JP,isw_wood,inc_batch_stoker,max,200.0,kg/Gg
JP,isw_wood,inc_batch_fluid,max,200.0,kg/Gg
JP,isw_wood,inc_pgm_shaft,max,200.0,kg/Gg
JP,isw_wood,inc_pgm_fluid,max,200.0,kg/Gg
JP,isw_wood,inc_pgm_rotary,max,200.0,kg/Gg
JP,isw_paper,inc_cont_stoker,max,200.0,kg/Gg
JP,isw_paper,inc_cont_fluid,max,200.0,kg/Gg
JP,isw_paper,inc_semi_stoker,max,200.0,kg/Gg
JP,isw_paper,inc_semi_fluid,max,200.0,kg/Gg
JP,isw_paper,inc_batch_stoker,max,200.0,kg/Gg
JP,isw_paper,inc_batch_fluid,max,200.0,kg/Gg
JP,isw_paper,inc_pgm_shaft,max,200.0,kg/Gg
JP,isw_paper,inc_pgm_fluid,max,200.0,kg/Gg
JP,isw_paper,inc_pgm_rotary,max,200.0,kg/Gg
JP,isw_petroleum,inc_cont_stoker,max,200.0,kg/Gg
JP,isw_petroleum,inc_cont_fluid,max,200.0,kg/Gg
JP,isw_petroleum,inc_semi_stoker,max,200.0,kg/Gg
JP,isw_petroleum,inc_semi_fluid,max,200.0,kg/Gg
JP,isw_petroleum,inc_batch_stoker,max,200.0,kg/Gg
JP,isw_petroleum,inc_batch_fluid,max,200.0,kg/Gg
JP,isw_petroleum,inc_pgm_shaft,max,200.0,kg/Gg
JP,isw_petroleum,inc_pgm_fluid,max,200.0,kg/Gg
JP,isw_petroleum,inc_pgm_rotary,max,200.0,kg/Gg
JP,isw_rubber,inc_cont_stoker,max,200.0,kg/Gg
JP,isw_rubber,inc_cont_fluid,max,200.0,kg/Gg
JP,isw_rubber,inc_semi_stoker,max,200.0,kg/Gg
JP,isw_rubber,inc_semi_fluid,max,200.0,kg/Gg
JP,isw_rubber,inc_batch_stoker,max,200.0,kg/Gg
JP,isw_rubber,inc_batch_fluid,max,200.0,kg/Gg
JP,isw_rubber,inc_pgm_shaft,max,200.0,kg/Gg
JP,isw_rubber,inc_pgm_fluid,max,200.0,kg/Gg
JP,isw_rubber,inc_pgm_rotary,max,200.0,kg/Gg
JP,isw_construction,inc_cont_stoker,max,200.0,kg/Gg
JP,isw_construction,inc_cont_fluid,max,200.0,kg/Gg
JP,isw_construction,inc_semi_stoker,max,200.0,kg/Gg
JP,isw_construction,inc_semi_fluid,max,200.0,kg/Gg
JP,isw_construction,inc_batch_stoker,max,200.0,kg/Gg
JP,isw_construction,inc_batch_fluid,max,200.0,kg/Gg
JP,isw_construction,inc_pgm_shaft,max,200.0,kg/Gg
JP,isw_construction,inc_pgm_fluid,max,200.0,kg/Gg
JP,isw_construction,inc_pgm_rotary,max,200.0,kg/Gg
JP,isw_other,inc_cont_stoker,max,200.0,kg/Gg
JP,isw_other,inc_cont_fluid,max,200.0,kg/Gg
JP,isw_other,inc_semi_stoker,max,200.0,kg/Gg
JP,isw_other,inc_semi_fluid,max,200.0,kg/Gg
JP,isw_other,inc_batch_stoker,max,200.0,kg/Gg
JP,isw_other,inc_batch_fluid,max,200.0,kg/Gg
JP,isw_other,inc_pgm_shaft,max,200.0,kg/Gg
JP,isw_other,inc_pgm_fluid,max,200.0,kg/Gg
JP,isw_other,inc_pgm_rotary,max,200.0,kg/Gg
JP,ow_hazard,inc_cont_stoker,max,200.0,kg/Gg
JP,ow_hazard,inc_cont_fluid,max,200.0,kg/Gg
JP,ow_hazard,inc_semi_stoker,max,200.0,kg/Gg
JP,ow_hazard,inc_semi_fluid,max,200.0,kg/Gg
JP,ow_hazard,inc_batch_stoker,max,200.0,kg/Gg
JP,ow_hazard,inc_batch_fluid,max,200.0,kg/Gg
JP,ow_hazard,inc_pgm_shaft,max,200.0,kg/Gg
JP,ow_hazard,inc_pgm_fluid,max,200.0,kg/Gg
JP,ow_hazard,inc_pgm_rotary,max,200.0,kg/Gg
JP,ow_clinical,inc_cont_stoker,max,200.0,kg/Gg
JP,ow_clinical,inc_cont_fluid,max,200.0,kg/Gg
JP,ow_clinical,inc_semi_stoker,max,200.0,kg/Gg
JP,ow_clinical,inc_semi_fluid,max,200.0,kg/Gg
JP,ow_clinical,inc_batch_stoker,max,200.0,kg/Gg
JP,ow_clinical,inc_batch_fluid,max,200.0,kg/Gg
JP,ow_clinical,inc_pgm_shaft,max,200.0,kg/Gg
JP,ow_clinical,inc_pgm_fluid,max,200.0,kg/Gg
JP,ow_clinical,inc_pgm_rotary,max,200.0,kg/Gg
JP,sludge_dom,inc_cont_stoker,max,1800.0,kg/Gg
JP,sludge_dom,inc_cont_fluid,max,1800.0,kg/Gg
JP,sludge_dom,inc_semi_stoker,max,1800.0,kg/Gg
JP,sludge_dom,inc_semi_fluid,max,1800.0,kg/Gg
JP,sludge_dom,inc_batch_stoker,max,1800.0,kg/Gg
JP,sludge_dom,inc_batch_fluid,max,1800.0,kg/Gg
JP,sludge_dom,inc_pgm_shaft,max,1800.0,kg/Gg
JP,sludge_dom,inc_pgm_fluid,max,1800.0,kg/Gg
JP,sludge_dom,inc_pgm_rotary,max,1800.0,kg/Gg
JP,sludge_ind,inc_cont_stoker,max,900.0,kg/Gg
JP,sludge_ind,inc_cont_fluid,max,900.0,kg/Gg
JP,sludge_ind,inc_semi_stoker,max,900.0,kg/Gg
JP,sludge_ind,inc_semi_fluid,max,900.0,kg/Gg
JP,sludge_ind,inc_batch_stoker,max,900.0,kg/Gg
JP,sludge_ind,inc_batch_fluid,max,900.0,kg/Gg
JP,sludge_ind,inc_pgm_shaft,max,900.0,kg/Gg
JP,sludge_ind,inc_pgm_fluid,max,900.0,kg/Gg
JP,sludge_ind,inc_pgm_rotary,max,900.0,kg/Gg
JP,msw_food,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_food,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_food,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_food,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_food,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_food,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_food,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_food,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_food,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_garden,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_garden,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_garden,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_garden,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_garden,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_garden,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_garden,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_garden,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_garden,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_paper,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_paper,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_paper,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_paper,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_paper,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_paper,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_paper,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_paper,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_paper,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_wood,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_wood,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_wood,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_wood,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_wood,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_wood,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_wood,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_wood,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_wood,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_textiles,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_textiles,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_textiles,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_textiles,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_textiles,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_textiles,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_textiles,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_textiles,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_textiles,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_nappies,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_nappies,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_nappies,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_nappies,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_nappies,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_nappies,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_nappies,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_nappies,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_nappies,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_rubber,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_rubber,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_rubber,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_rubber,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_rubber,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_rubber,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_rubber,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_rubber,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_rubber,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_plastics,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_plastics,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_plastics,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_plastics,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_plastics,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_plastics,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_plastics,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_plastics,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_plastics,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_metal,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_metal,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_metal,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_metal,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_metal,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_metal,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_metal,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_metal,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_metal,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_glass,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_glass,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_glass,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_glass,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_glass,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_glass,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_glass,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_glass,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_glass,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_other,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,msw_other,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,msw_other,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,msw_other,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,msw_other,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,msw_other,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,msw_other,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,msw_other,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,msw_other,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_food,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_food,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_food,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_food,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_food,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_food,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_food,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_food,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_food,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_textile,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_textile,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_textile,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_textile,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_textile,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_textile,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_textile,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_textile,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_textile,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_wood,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_wood,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_wood,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_wood,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_wood,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_wood,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_wood,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_wood,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_wood,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_paper,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_paper,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_paper,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_paper,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_paper,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_paper,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_paper,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_paper,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_paper,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_petroleum,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_rubber,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_construction,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_construction,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_construction,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_construction,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_construction,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_construction,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_construction,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_construction,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_construction,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,isw_other,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,isw_other,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,isw_other,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,isw_other,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,isw_other,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,isw_other,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,isw_other,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,isw_other,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,isw_other,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,ow_hazard,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,ow_hazard,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,ow_hazard,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,ow_hazard,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,ow_hazard,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,ow_hazard,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,ow_hazard,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,ow_hazard,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,ow_hazard,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,ow_clinical,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,ow_clinical,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,ow_clinical,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,ow_clinical,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,ow_clinical,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,ow_clinical,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,ow_clinical,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,ow_clinical,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,ow_clinical,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,sludge_dom,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,sludge_dom,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,sludge_dom,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,sludge_dom,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,sludge_dom,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,sludge_dom,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,sludge_dom,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,sludge_dom,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,sludge_dom,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,sludge_ind,inc_cont_stoker,abs_min,0.0,kg/Gg
JP,sludge_ind,inc_cont_fluid,abs_min,0.0,kg/Gg
JP,sludge_ind,inc_semi_stoker,abs_min,0.0,kg/Gg
JP,sludge_ind,inc_semi_fluid,abs_min,0.0,kg/Gg
JP,sludge_ind,inc_batch_stoker,abs_min,0.0,kg/Gg
JP,sludge_ind,inc_batch_fluid,abs_min,0.0,kg/Gg
JP,sludge_ind,inc_pgm_shaft,abs_min,0.0,kg/Gg
JP,sludge_ind,inc_pgm_fluid,abs_min,0.0,kg/Gg
JP,sludge_ind,inc_pgm_rotary,abs_min,0.0,kg/Gg
JP,msw_food,inc_cont_stoker,abs_max,inf,kg/Gg
JP,msw_food,inc_cont_fluid,abs_max,inf,kg/Gg
JP,msw_food,inc_semi_stoker,abs_max,inf,kg/Gg
JP,msw_food,inc_semi_fluid,abs_max,inf,kg/Gg
JP,msw_food,inc_batch_stoker,abs_max,inf,kg/Gg
JP,msw_food,inc_batch_fluid,abs_max,inf,kg/Gg
JP,msw_food,inc_pgm_shaft,abs_max,inf,kg/Gg
JP,msw_food,inc_pgm_fluid,abs_max,inf,kg/Gg
